PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
501,0,3,1,0.208343805,0,0,0.01690807395,2
502,0,3,2,0.2586076904,0,0,0.01512699257,3
503,0,3,2,0.6984166876,0,0,0.01489120667,3
504,0,3,2,0.459663232,0,0,0.01871355371,2
505,1,1,2,0.1957778336,0,0,0.1688367557,2
506,0,1,1,0.2209097763,1,0,0.2125586439,1
507,1,2,2,0.4093993466,0,2,0.05074862022,2
508,1,1,1,0.5476250314,0,0,0.05182214873,2
509,0,3,1,0.3465694898,0,0,0.04396587194,2
510,1,3,1,0.3214375471,0,0,0.1102724576,2
511,1,3,1,0.3591354612,0,0,0.01512699257,3
512,0,3,1,0.4345312893,0,0,0.01571255357,2
513,1,1,1,0.4470972606,0,0,0.05130978285,2
514,1,1,2,0.6732847449,1,0,0.1159410785,1
515,0,3,1,0.2963056044,0,0,0.01463082721,2
516,0,1,1,0.5853229455,0,0,0.06640417919,2
517,1,2,2,0.4219653179,0,0,0.02049463509,2
518,0,3,1,0.1580799196,0,0,0.04713766071,3
519,1,2,2,0.4470972606,1,0,0.05074862022,2
520,0,3,1,0.3968333752,0,0,0.01541157521,2
521,1,1,2,0.3717014325,0,0,0.1824998458,2
522,0,3,1,0.2711736617,0,0,0.01541157521,2
523,0,3,1,0.8869062579,0,0,0.01410226081,1
524,1,1,2,0.5476250314,0,1,0.1131678616,1
525,0,3,1,0.3214375471,0,0,0.01411045867,1
526,0,3,1,0.5036441317,0,0,0.01512699257,3
527,1,2,2,0.6230208595,0,0,0.02049463509,2
528,0,1,1,0.6984166876,0,0,0.432884169,2
529,0,3,1,0.4847951747,0,0,0.01546856982,2
530,0,2,1,0.2837396331,2,1,0.0224465051,2
531,1,2,2,0.01985423473,1,1,0.05074862022,2
532,0,3,1,0.1078160342,0,0,0.01411045867,1
533,0,3,1,0.208343805,1,1,0.01411045867,1
534,1,3,2,0.5099271174,0,2,0.04364049521,1
535,0,3,2,0.3717014325,0,0,0.01690807395,2
536,1,2,2,0.08268409148,0,2,0.05123658773,2
537,0,1,1,0.5601910028,0,0,0.05182214873,2
538,1,1,2,0.3717014325,0,0,0.2077277657,1
539,0,3,1,0.748680573,0,0,0.02830211512,2
540,1,1,2,0.2711736617,0,2,0.09661756542,1
541,1,1,2,0.4470972606,0,2,0.1385827706,2
542,0,3,2,0.1078160342,4,2,0.06104473452,2
543,0,3,2,0.1329479769,4,2,0.06104473452,2
544,1,2,1,0.3968333752,1,0,0.05074862022,2
545,0,1,1,0.6230208595,1,0,0.2077277657,1
546,0,1,1,0.7989444584,0,0,0.05074862022,2
547,1,2,2,0.2334757477,1,0,0.05074862022,2
548,1,2,1,0.6732847449,0,0,0.02705779799,1
549,0,3,1,0.4093993466,1,1,0.04006213193,2
550,1,2,1,0.09525006283,1,1,0.07173122282,2
551,1,1,1,0.208343805,0,2,0.2164297877,1
552,0,2,1,0.3340035185,0,0,0.05074862022,2
553,0,3,1,0.1203820055,0,0,0.01528158067,3
554,1,3,1,0.2711736617,0,0,0.01410226081,1
555,1,3,2,0.2711736617,0,0,0.01517578932,2
556,0,1,1,0.7738125157,0,0,0.05182214873,2
557,1,1,2,0.5978889168,1,0,0.07729405234,1
558,0,1,1,0.6732847449,0,0,0.4440992237,1
559,1,1,2,0.4847951747,1,1,0.1554664462,2
560,1,3,2,0.4470972606,1,0,0.03396253815,2
561,0,3,1,0.7863784871,0,0,0.01512699257,3
562,0,3,1,0.497361146,0,0,0.01541157521,2
563,0,2,1,0.3465694898,0,0,0.02635024512,2
564,0,3,1,0.208343805,0,0,0.01571255357,2
565,0,3,2,0.7235486303,0,0,0.01571255357,2
566,0,3,1,0.2963056044,2,0,0.04713766071,2
567,0,3,1,0.2334757477,0,0,0.01541157521,2
568,0,3,2,0.3591354612,0,4,0.04113566043,2
569,0,3,1,0.1078160342,0,0,0.01411045867,1
570,1,3,1,0.3968333752,0,0,0.01533037742,2
571,1,2,1,0.7738125157,0,0,0.02049463509,2
572,1,1,2,0.6607187736,2,0,0.1004807065,2
573,1,1,1,0.4470972606,0,0,0.05150496985,2
574,1,3,2,0.8994722292,0,0,0.01512699257,3
575,0,3,1,0.1957778336,0,0,0.01571255357,2
576,0,3,1,0.2334757477,0,0,0.02830211512,2
577,1,2,2,0.4219653179,0,0,0.02537431011,2
578,1,1,2,0.4847951747,1,0,0.1091095335,2
579,0,3,2,0.5224930887,1,0,0.02822072215,1
580,1,3,1,0.3968333752,0,0,0.01546856982,2
581,1,2,2,0.3088715758,1,1,0.05855610026,2
582,1,1,2,0.4847951747,1,1,0.2164297877,1
583,0,2,1,0.6732847449,0,0,0.05074862022,2
584,0,1,1,0.4470972606,0,0,0.07831878409,1
585,0,3,1,0.710982659,0,0,0.01700566745,1
586,1,1,2,0.2209097763,0,2,0.1554664462,2
587,0,2,1,0.5853229455,0,0,0.02927805013,2
588,1,1,1,0.748680573,1,1,0.1545881047,1
589,0,3,1,0.2711736617,0,0,0.01571255357,2
590,0,3,1,0.007288263383,0,0,0.01571255357,2
591,0,3,1,0.4345312893,0,0,0.01390707381,2
592,1,1,2,0.6481528022,1,0,0.1527664244,1
593,0,3,1,0.5853229455,0,0,0.01415105756,2
594,0,3,2,0.9874340287,0,2,0.01512699257,3
595,0,2,1,0.459663232,1,0,0.05074862022,2
596,0,3,1,0.4470972606,1,1,0.04713766071,2
597,1,2,2,0.05755214878,0,0,0.06441171028,2
598,0,3,1,0.6104548882,0,0,0,2
599,0,3,1,0.962302086,0,0,0.01410226081,1
600,1,1,1,0.6104548882,1,0,0.1111183981,1
601,1,2,2,0.2963056044,2,1,0.05270049023,2
602,0,3,1,0.3591354612,0,0,0.01541157521,2
603,0,1,1,0.1455139482,0,0,0.08275928836,2
604,0,3,1,0.5476250314,0,0,0.01571255357,2
605,1,1,1,0.4345312893,0,0,0.05182214873,1
606,0,3,1,0.4470972606,1,0,0.03035157863,2
607,0,3,1,0.3717014325,0,0,0.01541157521,2
608,1,1,1,0.3340035185,0,0,0.05953203526,2
609,1,2,2,0.2711736617,1,2,0.08115719346,1
610,1,1,2,0.497361146,0,0,0.2995388512,2
611,0,3,2,0.4847951747,1,5,0.06104473452,2
612,0,3,1,0.6984166876,0,0,0.01376068356,2
613,1,3,2,0.2837396331,1,0,0.03025398513,3
614,0,3,1,0.8492083438,0,0,0.01512699257,3
615,0,3,1,0.4345312893,0,0,0.01571255357,2
616,1,2,2,0.2963056044,1,2,0.1268715506,2
617,0,3,1,0.4219653179,1,1,0.02810692812,2
618,0,3,2,0.3214375471,1,0,0.03142510714,2
619,1,2,2,0.04498617743,2,1,0.07612293033,2
620,0,2,1,0.3214375471,0,0,0.02049463509,2
621,0,3,1,0.3340035185,1,0,0.02821271948,1
622,1,1,1,0.5224930887,1,0,0.1025789668,2
623,1,3,1,0.246041719,1,1,0.03072575211,1
624,0,3,1,0.2586076904,0,0,0.01533037742,2
625,0,3,1,0.2586076904,0,0,0.03142510714,2
626,0,1,1,0.7612465444,0,0,0.06308600017,2
627,0,2,1,0.710982659,0,0,0.02410559461,3
628,1,1,2,0.2586076904,0,0,0.1521644677,2
629,0,3,1,0.3214375471,0,0,0.01541157521,2
630,0,3,1,0.9874340287,0,0,0.01509439634,3
631,1,1,1,1,0,0,0.05855610026,2
632,0,3,1,0.6355868309,0,0,0.01376888141,2
633,1,1,1,0.3968333752,0,0,0.05953203526,1
634,0,1,1,0.3717014325,0,0,0,2
635,0,3,2,0.1078160342,3,2,0.05445717324,2
636,1,2,2,0.3465694898,0,0,0.02537431011,2
637,0,3,1,0.3968333752,0,0,0.01546856982,2
638,0,2,1,0.3842674039,1,1,0.05123658773,2
639,0,3,2,0.5099271174,0,5,0.07746484097,2
640,0,3,1,0.6858507163,1,0,0.03142510714,2
641,0,3,1,0.246041719,0,0,0.01533037742,2
642,1,1,2,0.2963056044,0,0,0.1352645916,1
643,0,3,2,0.01985423473,3,2,0.05445717324,2
644,1,3,1,1,0,0,0.1102724576,2
645,1,3,2,0.004146770545,2,1,0.03758969819,1
646,1,1,1,0.5978889168,1,0,0.1497654243,1
647,0,3,1,0.2334757477,0,0,0.01541157521,2
648,1,1,1,0.6984166876,0,0,0.0692913853,1
649,0,3,1,0.8869062579,0,0,0.01473661856,2
650,1,3,2,0.2837396331,0,0,0.01473661856,2
651,0,3,1,0.3214375471,0,0,0.01541157521,2
652,1,2,2,0.2209097763,0,1,0.0448930102,2
653,0,3,1,0.2586076904,0,0,0.01646070534,2
654,1,3,2,0.3591354612,0,0,0.01528158067,3
655,0,3,2,0.2209097763,0,0,0.01317512256,3
656,0,2,1,0.2963056044,2,0,0.1434624456,2
657,0,3,1,0.1957778336,0,0,0.01541157521,2
658,0,3,2,0.3968333752,1,1,0.03025398513,3
659,0,2,1,0.2837396331,0,0,0.02537431011,2
660,0,1,1,0.7235486303,0,2,0.2210980752,1
661,1,1,1,0.6230208595,2,0,0.2608674266,2
662,0,3,1,0.497361146,0,0,0.01410226081,1
663,0,1,1,0.5853229455,0,0,0.04994347384,2
664,0,3,1,0.4470972606,0,0,0.01463082721,2
665,1,3,1,0.246041719,1,0,0.01546856982,2
666,0,2,1,0.3968333752,2,0,0.1434624456,2
667,0,2,1,0.3088715758,0,0,0.02537431011,2
668,0,3,1,0.3842674039,0,0,0.01517578932,2
669,0,3,1,0.5350590601,0,0,0.01571255357,2
670,1,1,2,0.5476250314,1,0,0.1014972404,2
671,1,2,2,0.497361146,1,1,0.07612293033,2
672,0,1,1,0.3842674039,1,0,0.1014972404,2
673,0,2,1,0.8743402865,0,0,0.02049463509,2
674,1,2,1,0.3842674039,0,0,0.02537431011,2
675,0,2,1,0.7989444584,0,0,0,2
676,0,3,1,0.2209097763,0,0,0.01517578932,2
677,0,3,1,0.3025885901,0,0,0.01571255357,2
678,1,3,2,0.2209097763,0,0,0.01920971906,2
679,0,3,2,0.5350590601,1,6,0.0915427034,2
680,1,1,1,0.4470972606,0,1,1,1
681,0,3,2,0.3591354612,0,0,0.01588334219,3
682,1,1,1,0.3340035185,0,0,0.1497654243,1
683,0,3,1,0.246041719,0,0,0.01800600083,2
684,0,3,1,0.1706458909,5,2,0.0915427034,2
685,0,2,1,0.748680573,1,1,0.07612293033,2
686,0,2,1,0.3088715758,1,2,0.08115719346,1
687,0,3,1,0.1706458909,4,1,0.07746484097,2
688,0,3,1,0.2334757477,0,0,0.01985207948,2
689,0,3,1,0.2209097763,0,0,0.01521638821,2
690,1,1,2,0.1832118623,0,1,0.4125033279,2
691,1,1,1,0.3842674039,1,0,0.1112565905,2
692,1,3,2,0.04498617743,0,1,0.02618765434,1
693,1,3,1,0.7361146017,0,0,0.1102724576,2
694,0,3,1,0.3088715758,0,0,0.01410226081,1
695,0,1,1,0.748680573,0,0,0.05182214873,2
696,0,2,1,0.6481528022,0,0,0.02635024512,2
697,0,3,1,0.5476250314,0,0,0.01571255357,2
698,1,3,2,0.1455139482,0,0,0.01509439634,3
699,0,1,1,0.6104548882,1,1,0.2164297877,1
700,0,3,1,0.5224930887,0,0,0.01493180557,2
701,1,1,2,0.2209097763,1,0,0.4440992237,1
702,1,1,1,0.4345312893,0,0,0.05130978285,2
703,0,3,2,0.2209097763,0,1,0.02821271948,1
704,0,3,1,0.3088715758,0,0,0.01511079205,3
705,0,3,1,0.3214375471,1,0,0.01533037742,2
706,0,2,1,0.4847951747,0,0,0.05074862022,2
707,1,2,2,0.5601910028,0,0,0.02635024512,2
708,1,1,1,0.5224930887,0,0,0.05130978285,2
709,1,1,2,0.2711736617,0,0,0.2958058998,2
710,1,3,1,0.07011812013,1,1,0.02975781978,1
711,1,1,2,0.2963056044,0,0,0.09662576328,1
712,0,1,1,0.6104548882,0,0,0.05182214873,2
713,1,1,1,0.5978889168,1,0,0.1014972404,2
714,0,3,1,0.3591354612,0,0,0.01851016885,2
715,0,2,1,0.6481528022,0,0,0.02537431011,2
716,0,3,1,0.2334757477,0,0,0.01493180557,2
717,1,1,2,0.4722292033,0,0,0.4440992237,1
718,1,2,2,0.3340035185,0,0,0.02049463509,2
719,0,3,1,0.3842674039,0,0,0.03025398513,3
720,0,3,1,0.4093993466,0,0,0.01517578932,2
721,1,2,2,0.07011812013,0,1,0.06441171028,2
722,0,3,1,0.208343805,1,0,0.01376888141,2
723,0,2,1,0.4219653179,0,0,0.02537431011,2
724,0,2,1,0.6230208595,0,0,0.02537431011,2
725,1,1,1,0.3340035185,1,0,0.1036442975,2
726,0,3,1,0.246041719,0,0,0.01690807395,2
727,1,2,2,0.3717014325,3,0,0.04098927018,2
728,1,3,2,0.6984166876,0,0,0.01510259419,3
729,0,2,1,0.3088715758,1,0,0.05074862022,2
730,0,3,2,0.3088715758,1,0,0.01546856982,2
731,1,1,2,0.3591354612,0,0,0.4125033279,2
732,0,3,1,0.1329479769,0,0,0.03667075779,1
733,0,2,1,0.8994722292,0,0,0,2
734,0,2,1,0.2837396331,0,0,0.02537431011,2
735,0,2,1,0.2837396331,0,0,0.02537431011,2
736,0,3,1,0.3528524755,0,0,0.03142510714,2
737,0,3,2,0.5978889168,1,3,0.06709553154,2
738,1,1,1,0.4345312893,0,0,1,1
739,0,3,1,0.1203820055,0,0,0.01541157521,2
740,0,3,1,0.3214375471,0,0,0.01541157521,2
741,1,1,1,0.6104548882,0,0,0.05855610026,2
742,0,1,1,0.4470972606,1,0,0.1539049502,2
743,1,1,2,0.2586076904,2,2,0.5121218935,1
744,0,3,1,0.2963056044,1,0,0.03142510714,2
745,1,3,1,0.3842674039,0,0,0.01546856982,2
746,0,1,1,0.8743402865,1,1,0.1385827706,2
747,0,3,1,0.1957778336,1,1,0.03952536767,2
748,1,2,2,0.3717014325,0,0,0.02537431011,2
749,0,1,1,0.2334757477,1,0,0.1036442975,2
750,0,3,1,0.3842674039,0,0,0.01512699257,3
751,1,2,2,0.04498617743,1,1,0.0448930102,2
752,1,3,1,0.07011812013,0,1,0.02434957836,2
753,0,3,1,0.4093993466,0,0,0.01854276508,2
754,0,3,1,0.2837396331,0,0,0.01541157521,2
755,1,2,2,0.5978889168,1,2,0.1268715506,2
756,1,2,1,0.003141492837,1,1,0.02830211512,2
757,0,3,1,0.3465694898,0,0,0.01521638821,2
758,0,2,1,0.2209097763,0,0,0.0224465051,2
759,0,3,1,0.4219653179,0,0,0.01571255357,2
760,1,1,2,0.4093993466,0,0,0.1688367557,2
761,0,3,1,0.246041719,0,0,0.02830211512,2
762,0,3,1,0.5099271174,0,0,0.01390707381,2
763,1,3,1,0.246041719,0,0,0.01411045867,1
764,1,1,2,0.4470972606,1,2,0.234224401,2
765,0,3,1,0.1957778336,0,0,0.01517578932,2
766,1,1,2,0.6355868309,1,0,0.1521644677,2
767,0,1,1,0.2209097763,0,0,0.07729405234,1
768,0,3,2,0.3779844182,0,0,0.01512699257,3
769,0,3,1,0.8240764011,1,0,0.04713766071,3
770,0,3,1,0.3968333752,0,0,0.01632251295,2
771,0,3,1,0.2963056044,0,0,0.01854276508,2
772,0,3,1,0.5978889168,0,0,0.01533037742,2
773,0,2,2,0.710982659,0,0,0.02049463509,2
774,0,3,1,0.6104548882,0,0,0.01410226081,1
775,1,2,2,0.6732847449,1,3,0.0448930102,2
776,0,3,1,0.2209097763,0,0,0.01512699257,2
777,0,3,1,0.3088715758,0,0,0.01512699257,3
778,1,3,2,0.05755214878,0,0,0.02434957836,2
779,0,3,1,0.3717014325,0,0,0.01510259419,3
780,1,1,2,0.5350590601,0,1,0.4125033279,2
781,1,3,2,0.1580799196,0,0,0.01411045867,1
782,1,1,2,0.208343805,1,0,0.1112565905,2
783,0,1,1,0.3591354612,0,0,0.05855610026,2
784,0,3,1,0.1706458909,1,2,0.0457713517,2
785,0,3,1,0.3088715758,0,0,0.01376068356,2
786,0,3,1,0.3088715758,0,0,0.01415105756,2
787,1,3,2,0.2209097763,0,0,0.01463082721,2
788,0,3,1,0.09525006283,4,1,0.056848214,3
789,1,3,1,0.007288263383,1,2,0.04015972543,2
790,0,1,1,0.5727569741,0,0,0.1545881047,1
791,0,3,1,0.7361146017,0,0,0.01512699257,3
792,0,2,1,0.1957778336,0,0,0.05074862022,2
793,0,3,2,0.8994722292,8,2,0.1357525591,2
794,0,1,1,0.007288263383,0,0,0.05991421141,1
795,0,3,1,0.3088715758,0,0,0.01541157521,2
796,0,2,1,0.4847951747,0,0,0.02537431011,2
797,1,1,2,0.6104548882,0,0,0.05061042783,2
798,1,3,2,0.3842674039,0,0,0.01694867285,2
799,0,3,1,0.3717014325,0,0,0.01411045867,1
800,0,3,2,0.3717014325,1,1,0.04713766071,2
801,0,2,1,0.4219653179,0,0,0.02537431011,2
802,1,2,2,0.3842674039,1,1,0.05123658773,2
803,1,1,1,0.1329479769,1,2,0.234224401,2
804,1,3,1,0,0,1,0.0166234913,1
805,1,3,1,0.3340035185,0,0,0.01361429331,2
806,0,3,1,0.3842674039,0,0,0.01517578932,2
807,0,1,1,0.4847951747,0,0,0,2
808,0,3,2,0.2209097763,0,0,0.01517578932,2
809,0,2,1,0.4847951747,0,0,0.02537431011,2
810,1,1,2,0.4093993466,1,0,0.1036442975,2
811,0,3,1,0.3214375471,0,0,0.01539537469,2
812,0,3,1,0.4847951747,0,0,0.04713766071,2
813,0,2,1,0.4345312893,0,0,0.02049463509,2
814,0,3,2,0.07011812013,4,2,0.06104473452,2
815,0,3,1,0.3779844182,0,0,0.01571255357,2
816,0,1,1,0.1455139482,0,0,0,2
817,0,3,2,0.2837396331,0,0,0.01546856982,2
818,0,2,1,0.3842674039,1,1,0.07222738817,1
819,0,3,1,0.5350590601,0,0,0.01258956156,2
820,0,3,1,0.1203820055,3,2,0.05445717324,2
821,1,1,2,0.6481528022,1,1,0.1824998458,2
822,1,3,1,0.3340035185,0,0,0.01690807395,2
823,0,1,1,0.4722292033,0,0,0,2
824,1,3,2,0.3340035185,0,1,0.02434957836,2
825,0,3,1,0.01985423473,4,1,0.07746484097,2
826,0,3,1,0.9246041719,0,0,0.01356549656,3
827,0,3,1,0.962302086,0,0,0.1102724576,2
828,1,2,1,0.007288263383,0,2,0.07222738817,1
829,1,3,1,0.5978889168,0,0,0.01512699257,3
830,1,1,2,0.7738125157,0,0,0.1561496007,2
831,1,3,2,0.1832118623,1,0,0.02821271948,1
832,1,2,1,0.005152048253,1,1,0.03659756266,2
833,0,3,1,0.6355868309,0,0,0.01411045867,1
834,0,3,1,0.2837396331,0,0,0.01533037742,2
835,0,3,1,0.2209097763,0,0,0.01620052107,2
836,1,1,2,0.4847951747,1,1,0.1623141917,1
837,0,3,1,0.2586076904,0,0,0.01690807395,2
838,0,3,1,0.07011812013,0,0,0.01571255357,2
839,1,3,1,0.3968333752,0,0,0.1102724576,2
840,1,1,1,0.8366423725,0,0,0.05797053925,1
841,0,3,1,0.246041719,0,0,0.01546856982,2
842,0,2,1,0.1957778336,0,0,0.02049463509,2
843,1,1,2,0.3717014325,0,0,0.06050797027,1
844,0,3,1,0.4282483036,0,0,0.01256516318,1
845,0,3,1,0.208343805,0,0,0.01690807395,2
846,0,3,1,0.5224930887,0,0,0.01473661856,2
847,0,3,1,0.748680573,8,2,0.1357525591,2
848,0,3,1,0.4345312893,0,0,0.01541157521,1
849,0,2,1,0.3465694898,0,1,0.06441171028,2
850,1,1,2,0.1203820055,1,0,0.1739198156,1
851,0,3,1,0.04498617743,4,2,0.06104473452,2
852,0,3,1,0.9246041719,0,0,0.01517578932,2
853,0,3,2,0.1078160342,1,1,0.02975781978,1
854,1,1,2,0.1957778336,0,1,0.07690367834,2
855,0,2,2,0.5476250314,1,0,0.05074862022,2
856,1,3,2,0.2209097763,0,1,0.01824998458,2
857,1,1,2,0.5601910028,1,1,0.3217983671,2
858,1,1,1,0.6355868309,0,0,0.05182214873,2
859,1,3,2,0.2963056044,0,3,0.03758969819,1
860,0,3,1,0.07011812013,0,0,0.01411045867,1
861,0,3,1,0.5099271174,2,0,0.02753756764,2
862,0,2,1,0.2586076904,1,0,0.0224465051,2
863,1,1,2,0.5978889168,0,0,0.05061042783,2
864,0,3,2,0.1706458909,8,2,0.1357525591,2
865,0,2,1,0.2963056044,0,0,0.02537431011,2
866,1,2,2,0.5224930887,0,0,0.02537431011,2
867,1,2,2,0.3340035185,1,0,0.02704960014,1
868,0,1,1,0.3842674039,0,0,0.09856123758,2
869,0,3,1,0.4722292033,0,0,0.01854276508,2
870,1,3,1,0.04498617743,1,1,0.02173075437,2
871,0,3,1,0.3214375471,0,0,0.01541157521,2
872,1,1,2,0.5853229455,1,1,0.1025789668,2
873,0,1,1,0.4093993466,0,0,0.009759350043,2
874,0,3,1,0.5853229455,0,0,0.01756683008,2
875,1,2,2,0.3465694898,1,0,0.04684488021,1
876,1,3,2,0.1832118623,0,0,0.01410226081,1
877,0,3,1,0.246041719,0,0,0.01921772173,2
878,0,3,1,0.2334757477,0,0,0.01541157521,2
879,0,3,1,0.8240764011,0,0,0.01541157521,2
880,1,1,2,0.6984166876,0,1,0.1623141917,1
881,1,2,2,0.3088715758,0,1,0.05074862022,2
882,0,3,1,0.4093993466,0,0,0.01541157521,2
883,0,3,2,0.2711736617,0,0,0.02052723132,2
884,0,2,1,0.3465694898,0,0,0.02049463509,2
885,0,3,1,0.3088715758,0,0,0.01376068356,2
886,0,3,2,0.4847951747,0,5,0.056848214,3
887,0,2,1,0.3340035185,0,0,0.02537431011,2
888,1,1,2,0.2334757477,0,0,0.05855610026,2
889,0,3,2,0.9748680573,1,2,0.0457713517,2
890,1,1,1,0.3214375471,0,0,0.05855610026,1
891,0,3,1,0.3968333752,0,0,0.01512699257,3
